trade_id,account_id,product_id,trade_type,trade_qty,trade_price,trade_date,created_at
380,93,42,B,2397,11838.9222,2023-10-12,2023-10-12 09:44:24
381,31,21,S,2741,48010.6066,2024-09-25,2024-09-25 10:05:45
382,273,23,S,205,36164.1487,2023-07-07,2023-07-07 10:43:05
383,268,54,B,205,26970.0776,2023-06-02,2023-06-02 14:50:01
384,354,50,B,4649,3647.6243,2024-02-27,2024-02-27 11:03:16
385,376,32,B,4884,20472.7064,2024-06-20,2024-06-20 17:29:26
386,156,8,B,1436,30527.5519,2024-06-16,2024-06-16 09:12:09
387,73,21,B,4369,44105.5582,2024-08-21,2024-08-21 15:44:40
388,324,8,B,433,4582.925,2024-11-14,2024-11-14 14:52:35
389,50,6,S,620,39106.6672,2023-05-21,2023-05-21 11:55:27
390,254,57,S,3781,42536.0591,2023-01-26,2023-01-26 12:55:09
391,285,50,S,2703,11997.971,2023-01-12,2023-01-12 08:24:00
392,80,18,S,2058,40947.2902,2023-08-06,2023-08-06 12:06:38
393,372,8,B,136,7702.8472,2024-03-12,2024-03-12 09:28:15
394,118,17,S,2675,11990.5525,2023-08-12,2023-08-12 11:50:02
395,301,17,S,99,3302.146,2024-07-30,2024-07-30 15:46:35
396,366,13,S,4034,49692.06,2023-04-05,2023-04-05 10:37:02
397,365,2,B,3653,16599.9193,2023-12-06,2023-12-06 10:09:00
398,238,39,B,4854,11225.4414,2024-05-29,2024-05-29 08:07:28
399,168,55,B,4570,1659.8742,2024-04-18,2024-04-18 16:47:06
400,17,55,S,4025,20891.3488,2024-06-19,2024-06-19 13:54:56
