trade_id,settlement_date,account_id,settlement_amount,fee,status,settled_at,created_at
289,2023-01-06,61,61198641.77,61198.64,S,2023-01-06 11:00:00,2023-01-06 01:24:07
57,2024-09-29,327,5627490.22,5627.49,S,2024-09-29 14:00:00,2024-09-29 10:58:17
87,2024-10-13,185,75012097.91,75012.1,S,2024-10-13 13:00:00,2024-10-13 08:26:01
366,2023-10-03,181,17917710.22,17917.71,S,2023-10-03 11:00:00,2023-10-03 17:35:23
327,2023-11-13,380,89864143.76,89864.14,S,2023-11-13 15:00:00,2023-11-13 02:08:16
116,2023-01-25,45,70029722.16,70029.72,S,2023-01-25 12:00:00,2023-01-25 20:27:13
237,2023-09-18,215,21357594.96,21357.59,S,2023-09-18 15:00:00,2023-09-18 16:48:55
332,2024-09-13,162,42712446.69,42712.45,S,2024-09-13 12:00:00,2024-09-13 08:57:44
12,2024-01-26,126,2547202.54,2547.2,S,2024-01-26 11:00:00,2024-01-26 17:31:08
30,2023-05-03,32,74208304.27,74208.3,S,2023-05-03 11:00:00,2023-05-03 00:13:03
274,2024-06-09,87,30950242.75,30950.24,S,2024-06-09 11:00:00,2024-06-09 08:41:57
196,2023-11-13,311,13814629.35,13814.63,P,,2023-11-13 12:29:45
166,2024-06-21,17,84087678.92,84087.68,S,2024-06-21 10:00:00,2024-06-21 18:42:39
279,2023-06-23,319,34745735.34,34745.74,P,,2023-06-23 02:20:52
238,2023-12-24,13,35339695.32,35339.7,S,2023-12-24 10:00:00,2023-12-24 02:46:06
182,2023-03-10,226,171601953.52,171601.95,S,2023-03-10 10:00:00,2023-03-10 21:16:27
82,2024-11-29,298,5914606.21,5914.61,S,2024-11-29 13:00:00,2024-11-29 09:49:28
246,2023-12-20,379,131995542.58,131995.54,S,2023-12-20 15:00:00,2023-12-20 12:20:03
76,2023-04-08,205,7295971.13,7295.97,P,,2023-04-08 13:20:28
210,2023-08-26,126,73670783.84,73670.78,S,2023-08-26 11:00:00,2023-08-26 10:16:34
315,2024-04-10,223,60971672.96,60971.67,S,2024-04-10 09:00:00,2024-04-10 23:13:51
10,2023-12-16,228,146126217.14,146126.22,S,2023-12-16 12:00:00,2023-12-16 17:35:52
386,2023-04-13,283,5421385.32,5421.39,P,,2023-04-13 16:29:47
77,2023-05-01,248,35988791.26,35988.79,S,2023-05-01 09:00:00,2023-05-01 14:46:42
