quote_id,product_id,quote_ts,source,payload
188,5,2024-10-06 10:22:08,EXCHANGE,"{""bid"": 1495.784, ""ask"": 1496.1314, ""volume"": 223166, ""spread"": 0.3474}"
189,24,2024-12-30 04:33:36,EXCHANGE,"{""bid"": 38291.2239, ""ask"": 38292.5426, ""volume"": 600491, ""spread"": 1.3187}"
190,2,2024-10-03 12:02:12,EXCHANGE,"{""bid"": 47446.7097, ""ask"": 47450.2494, ""volume"": 825020, ""spread"": 3.5397}"
191,26,2024-08-10 20:04:44,EXCHANGE,"{""bid"": 17107.8582, ""ask"": 17112.7267, ""volume"": 19730, ""spread"": 4.8685}"
192,14,2024-08-06 01:52:14,EXCHANGE,"{""bid"": 31950.6236, ""ask"": 31952.9299, ""volume"": 622539, ""spread"": 2.3063}"
193,24,2024-06-01 18:58:03,EXCHANGE,"{""bid"": 49318.1984, ""ask"": 49320.1851, ""volume"": 249956, ""spread"": 1.9867}"
194,29,2025-01-18 05:30:16,EXCHANGE,"{""bid"": 38972.5458, ""ask"": 38974.0925, ""volume"": 442847, ""spread"": 1.5467}"
195,29,2024-10-18 05:07:01,EXCHANGE,"{""bid"": 30059.1036, ""ask"": 30061.8316, ""volume"": 220664, ""spread"": 2.728}"
196,33,2025-01-09 19:21:46,EXCHANGE,"{""bid"": 8523.998, ""ask"": 8528.2261, ""volume"": 969565, ""spread"": 4.2281}"
197,37,2024-03-12 12:46:58,EXCHANGE,"{""bid"": 644.7233, ""ask"": 647.5911, ""volume"": 393329, ""spread"": 2.8678}"
198,14,2024-09-30 04:15:24,EXCHANGE,"{""bid"": 43427.5247, ""ask"": 43430.9896, ""volume"": 20585, ""spread"": 3.4649}"
199,19,2024-03-11 09:41:51,OTC,"{""bid"": 38481.05, ""ask"": 38483.6735, ""volume"": 344829, ""spread"": 2.6235}"
200,3,2024-10-22 13:16:12,EXCHANGE,"{""bid"": 21712.1301, ""ask"": 21713.8222, ""volume"": 938170, ""spread"": 1.6921}"
201,26,2024-06-02 21:29:34,EXCHANGE,"{""bid"": 26939.9854, ""ask"": 26942.1329, ""volume"": 903476, ""spread"": 2.1475}"
202,10,2024-08-03 13:26:12,EXCHANGE,"{""bid"": 25991.3384, ""ask"": 25994.9717, ""volume"": 631989, ""spread"": 3.6333}"
203,29,2024-04-17 18:51:32,OTC,"{""bid"": 17126.2592, ""ask"": 17131.1882, ""volume"": 261565, ""spread"": 4.929}"
204,36,2024-10-12 12:57:16,EXCHANGE,"{""bid"": 19218.6437, ""ask"": 19223.1357, ""volume"": 990086, ""spread"": 4.492}"
205,26,2024-12-03 23:58:31,EXCHANGE,"{""bid"": 23311.0139, ""ask"": 23315.0337, ""volume"": 903985, ""spread"": 4.0198}"
206,25,2024-09-25 07:14:12,OTC,"{""bid"": 33622.098, ""ask"": 33622.5265, ""volume"": 839793, ""spread"": 0.4285}"
207,3,2024-12-23 11:24:31,EXCHANGE,"{""bid"": 35228.5657, ""ask"": 35232.325, ""volume"": 44580, ""spread"": 3.7593}"
208,27,2024-01-29 05:14:59,OTC,"{""bid"": 47782.7002, ""ask"": 47784.0476, ""volume"": 256352, ""spread"": 1.3474}"
209,32,2024-04-06 18:25:49,EXCHANGE,"{""bid"": 35182.6061, ""ask"": 35185.3432, ""volume"": 744522, ""spread"": 2.7371}"
210,23,2025-01-21 04:45:37,EXCHANGE,"{""bid"": 38078.3428, ""ask"": 38078.6661, ""volume"": 129391, ""spread"": 0.3233}"
211,18,2024-08-09 03:53:28,EXCHANGE,"{""bid"": 31094.1435, ""ask"": 31097.4095, ""volume"": 271003, ""spread"": 3.266}"
212,5,2024-10-30 05:38:29,EXCHANGE,"{""bid"": 35038.5806, ""ask"": 35040.0057, ""volume"": 188231, ""spread"": 1.4251}"
213,5,2025-01-06 18:48:44,OTC,"{""bid"": 34720.2824, ""ask"": 34720.4922, ""volume"": 717493, ""spread"": 0.2098}"
214,2,2024-07-08 03:48:54,OTC,"{""bid"": 3669.57, ""ask"": 3669.8841, ""volume"": 427422, ""spread"": 0.3141}"
215,37,2024-08-04 09:40:26,EXCHANGE,"{""bid"": 21109.5731, ""ask"": 21113.14, ""volume"": 948919, ""spread"": 3.5669}"
216,8,2024-05-09 17:50:18,OTC,"{""bid"": 36310.3347, ""ask"": 36313.212, ""volume"": 462541, ""spread"": 2.8773}"
217,26,2024-10-23 20:32:17,EXCHANGE,"{""bid"": 31817.5686, ""ask"": 31820.0213, ""volume"": 815065, ""spread"": 2.4527}"
218,27,2024-05-31 19:00:03,OTC,"{""bid"": 40055.4735, ""ask"": 40060.2343, ""volume"": 902859, ""spread"": 4.7608}"
219,16,2024-11-02 16:54:02,EXCHANGE,"{""bid"": 23434.5919, ""ask"": 23437.5406, ""volume"": 365195, ""spread"": 2.9487}"
220,40,2024-07-05 07:19:56,OTC,"{""bid"": 35654.9351, ""ask"": 35657.0636, ""volume"": 638121, ""spread"": 2.1285}"
221,7,2024-09-18 15:57:39,EXCHANGE,"{""bid"": 24973.8529, ""ask"": 24976.5315, ""volume"": 480736, ""spread"": 2.6786}"
222,12,2024-02-15 14:58:57,EXCHANGE,"{""bid"": 43383.0346, ""ask"": 43385.361, ""volume"": 241972, ""spread"": 2.3264}"
223,25,2024-10-29 12:06:17,EXCHANGE,"{""bid"": 36803.0066, ""ask"": 36805.9503, ""volume"": 194034, ""spread"": 2.9437}"
224,18,2024-05-07 17:10:00,EXCHANGE,"{""bid"": 44467.7607, ""ask"": 44469.9947, ""volume"": 397536, ""spread"": 2.234}"
225,10,2024-05-12 08:14:05,EXCHANGE,"{""bid"": 36230.6148, ""ask"": 36235.1334, ""volume"": 542265, ""spread"": 4.5186}"
226,35,2024-01-17 13:12:43,EXCHANGE,"{""bid"": 41096.0019, ""ask"": 41099.622, ""volume"": 606028, ""spread"": 3.6201}"
227,27,2024-07-22 08:29:53,OTC,"{""bid"": 37001.9728, ""ask"": 37002.174, ""volume"": 95463, ""spread"": 0.2012}"
228,12,2024-03-29 14:20:56,EXCHANGE,"{""bid"": 37892.9889, ""ask"": 37895.8707, ""volume"": 386814, ""spread"": 2.8818}"
229,30,2024-10-23 01:47:30,EXCHANGE,"{""bid"": 11343.0092, ""ask"": 11345.7916, ""volume"": 810205, ""spread"": 2.7824}"
230,38,2024-06-06 12:40:09,EXCHANGE,"{""bid"": 17118.2376, ""ask"": 17122.8764, ""volume"": 965170, ""spread"": 4.6388}"
231,34,2024-09-05 19:56:03,EXCHANGE,"{""bid"": 21646.9105, ""ask"": 21649.5171, ""volume"": 362275, ""spread"": 2.6066}"
232,35,2024-09-09 19:30:01,EXCHANGE,"{""bid"": 29078.3155, ""ask"": 29082.7378, ""volume"": 583542, ""spread"": 4.4223}"
233,16,2024-03-16 19:16:43,EXCHANGE,"{""bid"": 47959.7461, ""ask"": 47960.349, ""volume"": 441707, ""spread"": 0.6029}"
234,37,2024-05-23 01:14:20,EXCHANGE,"{""bid"": 23551.0943, ""ask"": 23555.0172, ""volume"": 365363, ""spread"": 3.9229}"
235,39,2024-12-30 00:16:47,EXCHANGE,"{""bid"": 16118.4186, ""ask"": 16121.4216, ""volume"": 549563, ""spread"": 3.003}"
236,27,2025-01-28 14:34:19,EXCHANGE,"{""bid"": 27820.9596, ""ask"": 27821.3386, ""volume"": 267445, ""spread"": 0.379}"
237,16,2024-08-24 00:27:32,EXCHANGE,"{""bid"": 15171.7844, ""ask"": 15175.6723, ""volume"": 497960, ""spread"": 3.8879}"
238,40,2024-05-27 05:27:26,EXCHANGE,"{""bid"": 41341.2423, ""ask"": 41342.8191, ""volume"": 88220, ""spread"": 1.5768}"
239,34,2024-05-23 23:40:35,EXCHANGE,"{""bid"": 26208.1351, ""ask"": 26208.6174, ""volume"": 898710, ""spread"": 0.4823}"
240,15,2024-10-09 18:51:17,EXCHANGE,"{""bid"": 44429.6421, ""ask"": 44430.0748, ""volume"": 379179, ""spread"": 0.4327}"
241,23,2024-11-24 21:10:24,EXCHANGE,"{""bid"": 45033.3266, ""ask"": 45035.636, ""volume"": 996887, ""spread"": 2.3094}"
242,40,2024-09-22 11:31:56,EXCHANGE,"{""bid"": 949.9584, ""ask"": 950.8752, ""volume"": 398642, ""spread"": 0.9168}"
243,35,2024-08-20 16:07:43,EXCHANGE,"{""bid"": 2014.9189, ""ask"": 2019.4202, ""volume"": 190127, ""spread"": 4.5013}"
244,3,2024-09-02 08:13:57,OTC,"{""bid"": 44565.4357, ""ask"": 44569.3689, ""volume"": 465777, ""spread"": 3.9332}"
245,30,2024-09-12 09:26:05,EXCHANGE,"{""bid"": 43296.3366, ""ask"": 43299.0807, ""volume"": 944587, ""spread"": 2.7441}"
246,33,2024-02-24 11:15:05,OTC,"{""bid"": 41959.5252, ""ask"": 41961.3716, ""volume"": 582262, ""spread"": 1.8464}"
247,22,2024-07-29 07:09:38,EXCHANGE,"{""bid"": 23403.9233, ""ask"": 23408.5906, ""volume"": 270353, ""spread"": 4.6673}"
248,22,2024-01-16 03:30:41,EXCHANGE,"{""bid"": 15895.7357, ""ask"": 15896.2408, ""volume"": 679851, ""spread"": 0.5051}"
249,2,2024-04-09 21:12:53,EXCHANGE,"{""bid"": 8570.0672, ""ask"": 8574.9405, ""volume"": 949094, ""spread"": 4.8733}"
250,5,2024-12-16 19:52:00,EXCHANGE,"{""bid"": 30941.0134, ""ask"": 30943.3442, ""volume"": 239205, ""spread"": 2.3308}"
251,37,2024-05-09 13:45:12,EXCHANGE,"{""bid"": 40625.8386, ""ask"": 40626.142, ""volume"": 790474, ""spread"": 0.3034}"
252,4,2024-12-19 15:57:55,EXCHANGE,"{""bid"": 38064.5778, ""ask"": 38066.3775, ""volume"": 753098, ""spread"": 1.7997}"
253,31,2024-04-29 13:30:09,EXCHANGE,"{""bid"": 14477.6629, ""ask"": 14479.5104, ""volume"": 42121, ""spread"": 1.8475}"
254,18,2024-09-04 15:06:54,EXCHANGE,"{""bid"": 4137.5102, ""ask"": 4139.9464, ""volume"": 259533, ""spread"": 2.4362}"
255,21,2024-12-20 06:08:03,OTC,"{""bid"": 32160.3935, ""ask"": 32162.4328, ""volume"": 699046, ""spread"": 2.0393}"
256,1,2024-10-07 17:41:33,EXCHANGE,"{""bid"": 5576.4983, ""ask"": 5578.094, ""volume"": 405986, ""spread"": 1.5957}"
257,38,2024-05-22 19:31:07,EXCHANGE,"{""bid"": 24914.313, ""ask"": 24915.0955, ""volume"": 536164, ""spread"": 0.7825}"
258,31,2025-01-05 11:43:00,EXCHANGE,"{""bid"": 36168.9454, ""ask"": 36170.9089, ""volume"": 113459, ""spread"": 1.9635}"
259,9,2024-07-18 13:58:21,EXCHANGE,"{""bid"": 16010.2138, ""ask"": 16010.2532, ""volume"": 572020, ""spread"": 0.0394}"
260,11,2024-08-23 10:12:37,EXCHANGE,"{""bid"": 46672.2393, ""ask"": 46674.8074, ""volume"": 416860, ""spread"": 2.5681}"
261,5,2024-12-18 15:16:42,OTC,"{""bid"": 27332.4015, ""ask"": 27336.8117, ""volume"": 473968, ""spread"": 4.4102}"
262,13,2024-12-16 05:45:46,EXCHANGE,"{""bid"": 26545.6087, ""ask"": 26545.6913, ""volume"": 802772, ""spread"": 0.0826}"
263,3,2024-10-21 12:57:08,EXCHANGE,"{""bid"": 14039.3779, ""ask"": 14043.6487, ""volume"": 295002, ""spread"": 4.2708}"
264,3,2024-11-04 07:37:53,EXCHANGE,"{""bid"": 24532.9558, ""ask"": 24536.9976, ""volume"": 39455, ""spread"": 4.0418}"
265,39,2024-05-17 18:54:48,EXCHANGE,"{""bid"": 19169.2803, ""ask"": 19172.0158, ""volume"": 628702, ""spread"": 2.7355}"
266,9,2024-01-30 17:19:29,EXCHANGE,"{""bid"": 41483.3559, ""ask"": 41485.5677, ""volume"": 625540, ""spread"": 2.2118}"
267,31,2024-11-30 08:17:24,OTC,"{""bid"": 24434.4459, ""ask"": 24435.5893, ""volume"": 163990, ""spread"": 1.1434}"
268,22,2024-01-10 20:40:27,EXCHANGE,"{""bid"": 26125.3788, ""ask"": 26127.4821, ""volume"": 296666, ""spread"": 2.1033}"
269,7,2024-03-29 15:12:18,EXCHANGE,"{""bid"": 37007.0654, ""ask"": 37007.757, ""volume"": 589680, ""spread"": 0.6916}"
270,12,2024-08-06 14:18:38,EXCHANGE,"{""bid"": 44364.3378, ""ask"": 44365.8961, ""volume"": 417121, ""spread"": 1.5583}"
271,30,2025-01-21 14:30:39,EXCHANGE,"{""bid"": 8049.2933, ""ask"": 8053.4346, ""volume"": 669622, ""spread"": 4.1413}"
272,32,2024-06-10 06:35:37,EXCHANGE,"{""bid"": 11048.9041, ""ask"": 11053.2591, ""volume"": 234806, ""spread"": 4.355}"
273,3,2024-07-23 09:59:43,EXCHANGE,"{""bid"": 36869.2445, ""ask"": 36872.4897, ""volume"": 446060, ""spread"": 3.2452}"
274,13,2024-10-03 00:16:35,EXCHANGE,"{""bid"": 36319.2754, ""ask"": 36323.7217, ""volume"": 8337, ""spread"": 4.4463}"
275,34,2024-10-10 02:29:25,EXCHANGE,"{""bid"": 4015.1695, ""ask"": 4019.237, ""volume"": 664815, ""spread"": 4.0675}"
276,14,2024-01-07 08:33:52,EXCHANGE,"{""bid"": 47088.7284, ""ask"": 47091.8549, ""volume"": 237589, ""spread"": 3.1265}"
277,24,2024-12-21 14:27:04,EXCHANGE,"{""bid"": 24625.2472, ""ask"": 24627.4523, ""volume"": 962053, ""spread"": 2.2051}"
278,3,2024-01-03 08:40:28,EXCHANGE,"{""bid"": 49857.2442, ""ask"": 49858.4152, ""volume"": 956823, ""spread"": 1.171}"
279,2,2025-01-26 07:45:51,OTC,"{""bid"": 30538.4611, ""ask"": 30542.0792, ""volume"": 871679, ""spread"": 3.6181}"
280,31,2024-12-04 03:31:12,EXCHANGE,"{""bid"": 19403.6181, ""ask"": 19408.3017, ""volume"": 515349, ""spread"": 4.6836}"
281,26,2024-05-22 08:51:12,EXCHANGE,"{""bid"": 916.236, ""ask"": 920.1285, ""volume"": 684721, ""spread"": 3.8925}"
282,29,2024-09-25 06:18:08,EXCHANGE,"{""bid"": 18617.4, ""ask"": 18619.0979, ""volume"": 836348, ""spread"": 1.6979}"
283,31,2024-02-14 22:42:41,EXCHANGE,"{""bid"": 25733.8384, ""ask"": 25736.0726, ""volume"": 501653, ""spread"": 2.2342}"
284,17,2024-08-24 14:07:03,OTC,"{""bid"": 9102.1267, ""ask"": 9107.0204, ""volume"": 94380, ""spread"": 4.8937}"
285,11,2024-10-21 04:33:21,EXCHANGE,"{""bid"": 25704.8165, ""ask"": 25705.8691, ""volume"": 392849, ""spread"": 1.0526}"
286,12,2024-06-26 11:56:03,OTC,"{""bid"": 15769.799, ""ask"": 15772.3056, ""volume"": 986442, ""spread"": 2.5066}"
287,23,2024-09-04 11:40:48,OTC,"{""bid"": 10734.8562, ""ask"": 10736.5838, ""volume"": 425645, ""spread"": 1.7276}"
288,16,2024-01-10 22:03:06,EXCHANGE,"{""bid"": 30002.0758, ""ask"": 30003.7042, ""volume"": 634902, ""spread"": 1.6284}"
289,25,2024-01-12 04:24:47,EXCHANGE,"{""bid"": 18683.3791, ""ask"": 18686.5094, ""volume"": 825100, ""spread"": 3.1303}"
290,33,2024-06-15 23:05:31,EXCHANGE,"{""bid"": 41596.7463, ""ask"": 41601.4312, ""volume"": 870651, ""spread"": 4.6849}"
291,5,2024-11-18 17:57:33,EXCHANGE,"{""bid"": 13375.8743, ""ask"": 13379.4604, ""volume"": 277558, ""spread"": 3.5861}"
292,13,2024-11-08 22:39:56,EXCHANGE,"{""bid"": 17058.2642, ""ask"": 17061.7301, ""volume"": 225339, ""spread"": 3.4659}"
293,6,2024-08-30 11:06:28,EXCHANGE,"{""bid"": 37114.1241, ""ask"": 37117.0024, ""volume"": 969532, ""spread"": 2.8783}"
294,25,2024-11-28 17:17:21,OTC,"{""bid"": 14796.1244, ""ask"": 14800.2429, ""volume"": 722155, ""spread"": 4.1185}"
295,17,2024-11-06 10:29:15,EXCHANGE,"{""bid"": 7131.3697, ""ask"": 7135.4678, ""volume"": 560226, ""spread"": 4.0981}"
296,40,2024-02-08 14:04:48,EXCHANGE,"{""bid"": 19564.7263, ""ask"": 19565.0804, ""volume"": 929784, ""spread"": 0.3541}"
297,23,2024-07-02 15:16:18,OTC,"{""bid"": 11539.5498, ""ask"": 11542.2694, ""volume"": 58316, ""spread"": 2.7196}"
298,18,2024-04-01 07:17:45,EXCHANGE,"{""bid"": 26784.098, ""ask"": 26785.9735, ""volume"": 969630, ""spread"": 1.8755}"
299,19,2024-02-17 10:14:51,EXCHANGE,"{""bid"": 44342.0123, ""ask"": 44346.9064, ""volume"": 409609, ""spread"": 4.8941}"
300,17,2024-09-25 05:33:13,EXCHANGE,"{""bid"": 47798.1959, ""ask"": 47800.2284, ""volume"": 375718, ""spread"": 2.0325}"
301,33,2024-01-18 00:30:40,EXCHANGE,"{""bid"": 7650.8074, ""ask"": 7655.3253, ""volume"": 722883, ""spread"": 4.5179}"
302,6,2024-01-16 21:44:07,OTC,"{""bid"": 27650.0981, ""ask"": 27650.7272, ""volume"": 503735, ""spread"": 0.6291}"
303,17,2024-11-03 03:05:16,EXCHANGE,"{""bid"": 17565.8884, ""ask"": 17568.3949, ""volume"": 75726, ""spread"": 2.5065}"
304,12,2024-08-21 04:37:25,EXCHANGE,"{""bid"": 34090.6047, ""ask"": 34092.0085, ""volume"": 840125, ""spread"": 1.4038}"
305,39,2024-07-22 08:30:45,EXCHANGE,"{""bid"": 1326.8689, ""ask"": 1331.1241, ""volume"": 929678, ""spread"": 4.2552}"
306,26,2024-07-28 13:59:49,EXCHANGE,"{""bid"": 3480.8042, ""ask"": 3482.8074, ""volume"": 68522, ""spread"": 2.0032}"
307,16,2024-11-01 13:35:51,OTC,"{""bid"": 17414.2198, ""ask"": 17417.5208, ""volume"": 142761, ""spread"": 3.301}"
308,21,2025-01-28 12:42:42,EXCHANGE,"{""bid"": 7774.7923, ""ask"": 7778.1371, ""volume"": 892225, ""spread"": 3.3448}"
309,31,2024-11-13 05:52:57,EXCHANGE,"{""bid"": 18375.3857, ""ask"": 18379.6828, ""volume"": 142701, ""spread"": 4.2971}"
310,35,2024-04-03 19:40:53,EXCHANGE,"{""bid"": 32757.1319, ""ask"": 32759.4249, ""volume"": 87392, ""spread"": 2.293}"
311,10,2024-04-29 16:43:21,OTC,"{""bid"": 4541.0458, ""ask"": 4542.122, ""volume"": 177350, ""spread"": 1.0762}"
312,37,2024-07-11 08:28:07,OTC,"{""bid"": 7890.5124, ""ask"": 7894.2284, ""volume"": 621946, ""spread"": 3.716}"
313,21,2025-01-06 05:15:03,OTC,"{""bid"": 2800.1145, ""ask"": 2805.0743, ""volume"": 826069, ""spread"": 4.9598}"
314,1,2024-11-04 04:28:32,OTC,"{""bid"": 20350.8954, ""ask"": 20352.0618, ""volume"": 812854, ""spread"": 1.1664}"
315,12,2024-02-08 02:33:31,EXCHANGE,"{""bid"": 21001.2942, ""ask"": 21002.7853, ""volume"": 119448, ""spread"": 1.4911}"
316,1,2024-07-22 11:02:05,EXCHANGE,"{""bid"": 6200.6018, ""ask"": 6203.4155, ""volume"": 11506, ""spread"": 2.8137}"
317,27,2025-01-08 12:53:16,EXCHANGE,"{""bid"": 49503.5613, ""ask"": 49508.5099, ""volume"": 1915, ""spread"": 4.9486}"
318,4,2024-10-23 00:31:32,EXCHANGE,"{""bid"": 42302.0771, ""ask"": 42305.1592, ""volume"": 433906, ""spread"": 3.0821}"
319,7,2024-06-20 19:05:13,EXCHANGE,"{""bid"": 39255.3312, ""ask"": 39255.5711, ""volume"": 109643, ""spread"": 0.2399}"
320,20,2024-08-30 21:40:30,OTC,"{""bid"": 2727.315, ""ask"": 2730.9467, ""volume"": 133713, ""spread"": 3.6317}"
321,2,2024-03-31 08:47:49,EXCHANGE,"{""bid"": 5602.4665, ""ask"": 5602.6387, ""volume"": 563294, ""spread"": 0.1722}"
322,9,2024-08-11 04:53:58,EXCHANGE,"{""bid"": 12942.9089, ""ask"": 12943.6233, ""volume"": 364833, ""spread"": 0.7144}"
323,10,2024-01-23 04:34:28,OTC,"{""bid"": 3862.8198, ""ask"": 3866.7783, ""volume"": 566858, ""spread"": 3.9585}"
324,40,2024-10-16 05:39:40,EXCHANGE,"{""bid"": 17201.0879, ""ask"": 17201.9412, ""volume"": 294663, ""spread"": 0.8533}"
325,1,2024-03-10 02:10:05,EXCHANGE,"{""bid"": 30499.184, ""ask"": 30500.8978, ""volume"": 66576, ""spread"": 1.7138}"
326,6,2024-04-25 11:35:09,EXCHANGE,"{""bid"": 695.9037, ""ask"": 699.4738, ""volume"": 471976, ""spread"": 3.5701}"
327,13,2024-01-11 08:36:40,EXCHANGE,"{""bid"": 25356.7265, ""ask"": 25361.6617, ""volume"": 798309, ""spread"": 4.9352}"
328,30,2024-10-20 16:47:28,EXCHANGE,"{""bid"": 39334.6947, ""ask"": 39337.3861, ""volume"": 830542, ""spread"": 2.6914}"
329,12,2025-01-26 03:48:37,EXCHANGE,"{""bid"": 25079.4818, ""ask"": 25081.5293, ""volume"": 337820, ""spread"": 2.0475}"
330,35,2024-07-13 09:13:34,EXCHANGE,"{""bid"": 25554.5443, ""ask"": 25556.2245, ""volume"": 638988, ""spread"": 1.6802}"
331,1,2024-09-26 16:55:26,EXCHANGE,"{""bid"": 49513.0447, ""ask"": 49517.2071, ""volume"": 411556, ""spread"": 4.1624}"
332,4,2024-06-22 23:34:20,OTC,"{""bid"": 48422.8237, ""ask"": 48427.0097, ""volume"": 732964, ""spread"": 4.186}"
333,4,2024-01-26 09:36:01,EXCHANGE,"{""bid"": 25932.5196, ""ask"": 25935.1181, ""volume"": 909789, ""spread"": 2.5985}"
334,18,2024-09-22 21:43:22,OTC,"{""bid"": 20081.5343, ""ask"": 20084.9445, ""volume"": 788319, ""spread"": 3.4102}"
335,30,2024-01-09 09:18:23,OTC,"{""bid"": 33457.546, ""ask"": 33459.1075, ""volume"": 633452, ""spread"": 1.5615}"
336,30,2024-10-14 17:20:31,EXCHANGE,"{""bid"": 5931.0305, ""ask"": 5932.549, ""volume"": 996990, ""spread"": 1.5185}"
337,6,2024-09-23 14:30:33,EXCHANGE,"{""bid"": 42594.2315, ""ask"": 42594.8289, ""volume"": 333566, ""spread"": 0.5974}"
338,37,2024-06-01 08:36:36,EXCHANGE,"{""bid"": 13252.9996, ""ask"": 13255.4677, ""volume"": 748022, ""spread"": 2.4681}"
339,36,2024-08-15 20:01:20,EXCHANGE,"{""bid"": 24302.3036, ""ask"": 24306.4928, ""volume"": 101681, ""spread"": 4.1892}"
340,4,2024-03-05 07:19:56,EXCHANGE,"{""bid"": 44581.6114, ""ask"": 44581.9777, ""volume"": 469017, ""spread"": 0.3663}"
341,12,2024-05-24 00:15:41,EXCHANGE,"{""bid"": 13797.9405, ""ask"": 13802.9225, ""volume"": 422898, ""spread"": 4.982}"
342,39,2024-08-10 18:51:47,EXCHANGE,"{""bid"": 12298.6411, ""ask"": 12301.1907, ""volume"": 645832, ""spread"": 2.5496}"
343,20,2024-09-27 21:54:34,EXCHANGE,"{""bid"": 41598.6335, ""ask"": 41599.083, ""volume"": 620772, ""spread"": 0.4495}"
344,27,2025-02-01 00:46:34,OTC,"{""bid"": 18402.7545, ""ask"": 18406.8337, ""volume"": 678763, ""spread"": 4.0792}"
345,38,2024-12-17 01:24:30,OTC,"{""bid"": 179.4789, ""ask"": 179.8823, ""volume"": 806899, ""spread"": 0.4034}"
346,8,2024-04-25 15:54:17,EXCHANGE,"{""bid"": 49399.1425, ""ask"": 49400.584, ""volume"": 973121, ""spread"": 1.4415}"
347,7,2024-12-14 11:04:01,EXCHANGE,"{""bid"": 46531.1838, ""ask"": 46533.9882, ""volume"": 319137, ""spread"": 2.8044}"
348,21,2024-04-17 03:08:43,EXCHANGE,"{""bid"": 13467.2926, ""ask"": 13470.0471, ""volume"": 267254, ""spread"": 2.7545}"
349,16,2024-10-04 16:59:22,EXCHANGE,"{""bid"": 10953.603, ""ask"": 10955.0894, ""volume"": 828807, ""spread"": 1.4864}"
350,9,2024-01-29 09:19:36,EXCHANGE,"{""bid"": 28804.9281, ""ask"": 28805.9311, ""volume"": 364966, ""spread"": 1.003}"
351,1,2024-10-28 21:21:45,EXCHANGE,"{""bid"": 16945.9624, ""ask"": 16948.6075, ""volume"": 676957, ""spread"": 2.6451}"
352,13,2024-02-01 01:33:14,EXCHANGE,"{""bid"": 161.4633, ""ask"": 162.5275, ""volume"": 623737, ""spread"": 1.0642}"
353,3,2024-02-14 18:54:28,EXCHANGE,"{""bid"": 47647.5169, ""ask"": 47651.1675, ""volume"": 777723, ""spread"": 3.6506}"
354,20,2024-05-24 11:03:44,OTC,"{""bid"": 18335.4811, ""ask"": 18338.9912, ""volume"": 287009, ""spread"": 3.5101}"
355,37,2024-08-14 04:57:01,EXCHANGE,"{""bid"": 33471.2259, ""ask"": 33474.9928, ""volume"": 658278, ""spread"": 3.7669}"
356,40,2024-12-24 13:04:56,EXCHANGE,"{""bid"": 3830.3464, ""ask"": 3834.8997, ""volume"": 361388, ""spread"": 4.5533}"
357,30,2024-07-12 18:47:34,OTC,"{""bid"": 5274.8381, ""ask"": 5276.3222, ""volume"": 899636, ""spread"": 1.4841}"
358,24,2024-05-07 09:50:13,OTC,"{""bid"": 47250.658, ""ask"": 47251.3875, ""volume"": 614630, ""spread"": 0.7295}"
359,36,2024-09-03 04:27:52,EXCHANGE,"{""bid"": 46023.8688, ""ask"": 46028.2552, ""volume"": 105767, ""spread"": 4.3864}"
360,36,2024-10-21 02:37:17,OTC,"{""bid"": 19339.1698, ""ask"": 19341.0068, ""volume"": 872883, ""spread"": 1.837}"
361,21,2024-03-29 01:23:08,OTC,"{""bid"": 2167.0227, ""ask"": 2168.2724, ""volume"": 366184, ""spread"": 1.2497}"
362,17,2024-03-13 11:45:00,OTC,"{""bid"": 854.2796, ""ask"": 856.8251, ""volume"": 626700, ""spread"": 2.5455}"
363,14,2024-12-07 10:59:06,OTC,"{""bid"": 43236.2789, ""ask"": 43236.7372, ""volume"": 507161, ""spread"": 0.4583}"
364,2,2024-12-19 06:51:55,EXCHANGE,"{""bid"": 12965.9461, ""ask"": 12969.1194, ""volume"": 638294, ""spread"": 3.1733}"
365,10,2024-05-19 10:15:03,EXCHANGE,"{""bid"": 28979.7516, ""ask"": 28981.8724, ""volume"": 807316, ""spread"": 2.1208}"
366,18,2024-03-01 09:42:51,EXCHANGE,"{""bid"": 10211.3718, ""ask"": 10214.7071, ""volume"": 610772, ""spread"": 3.3353}"
367,29,2025-01-30 22:39:51,EXCHANGE,"{""bid"": 13849.106, ""ask"": 13850.8479, ""volume"": 494396, ""spread"": 1.7419}"
368,7,2024-06-09 04:30:18,EXCHANGE,"{""bid"": 44540.5008, ""ask"": 44543.0209, ""volume"": 320618, ""spread"": 2.5201}"
369,17,2024-04-18 20:33:41,EXCHANGE,"{""bid"": 24496.0263, ""ask"": 24498.5432, ""volume"": 711384, ""spread"": 2.5169}"
370,30,2024-05-28 10:29:44,EXCHANGE,"{""bid"": 21146.7596, ""ask"": 21149.0897, ""volume"": 36925, ""spread"": 2.3301}"
371,9,2024-01-17 22:34:35,EXCHANGE,"{""bid"": 45707.0263, ""ask"": 45709.6211, ""volume"": 576609, ""spread"": 2.5948}"
372,3,2024-07-11 11:29:04,OTC,"{""bid"": 30473.9362, ""ask"": 30475.6572, ""volume"": 588508, ""spread"": 1.721}"
373,13,2024-04-04 04:00:33,EXCHANGE,"{""bid"": 26582.3595, ""ask"": 26584.4493, ""volume"": 544434, ""spread"": 2.0898}"
374,31,2024-09-15 00:24:55,OTC,"{""bid"": 11241.6329, ""ask"": 11243.8583, ""volume"": 174278, ""spread"": 2.2254}"
