TRADE_ID,ACCOUNT_ID,PRODUCT_ID,TRADE_TYPE_CD,TRADE_QTY,TRADE_PRICE,TRADE_DT,ENTRY_TS
378,213,15,S,430,22012.9582,2024-09-15,2024-09-15 17:25:57
379,78,44,S,1119,21232.6948,2024-08-06,2024-08-06 11:07:31
380,56,39,B,1976,19493.6561,2023-05-31,2023-05-31 09:43:31
381,256,14,B,4880,6122.0858,2024-02-15,2024-02-15 08:05:49
382,71,35,B,859,9784.5751,2024-07-06,2024-07-06 16:04:11
383,94,18,S,4621,25633.3621,2024-03-23,2024-03-23 15:00:38
384,345,15,S,2625,16635.3002,2023-02-22,2023-02-22 17:10:55
385,282,9,B,3250,38607.9009,2024-07-15,2024-07-15 10:00:42
386,283,1,B,512,10588.6432,2023-04-11,2023-04-11 17:58:42
387,121,18,B,3325,36358.3374,2023-12-19,2023-12-19 09:02:11
388,215,8,S,923,6037.714,2024-06-26,2024-06-26 13:36:36
389,49,22,B,755,40979.2241,2024-10-31,2024-10-31 11:01:09
390,123,19,B,4236,33605.9959,2023-11-19,2023-11-19 15:59:19
391,206,32,B,3742,10757.3472,2023-05-14,2023-05-14 11:34:48
392,175,8,B,1563,37345.5912,2024-03-03,2024-03-03 13:30:59
393,151,36,B,3055,39023.0832,2023-07-16,2023-07-16 17:06:48
394,100,20,B,201,1068.1854,2024-10-26,2024-10-26 14:54:16
395,317,48,B,3463,3313.2914,2024-01-11,2024-01-11 13:41:42
396,228,53,S,3286,22617.284,2023-04-24,2023-04-24 17:00:44
397,331,25,S,3429,37779.7882,2023-06-24,2023-06-24 08:35:13
398,59,42,B,3258,39775.2709,2024-09-23,2024-09-23 09:38:39
399,331,38,B,4288,17991.1502,2024-04-29,2024-04-29 16:17:35
400,369,8,B,1158,48318.4978,2024-03-03,2024-03-03 14:12:29
